old	new	status
JMGNGOCELEE	_Texture	applied_or_already_applied
JMHJPDIPBIA	GetMatchLen	applied_or_already_applied
JMHMDIFIFJA	_current	applied_or_already_applied
JMICKOBHKBC	ShiftModelPosition	applied_or_already_applied
JMIMEMABACF	GetAudioClip	applied_or_already_applied
JMKFMGEPHLH	_texturePath	applied_or_already_applied
JMLAIFBEPLL	Url	applied_or_already_applied
JMMKPJAIKLJ	ParseXmlNoDtd	applied_or_already_applied
JMNLIPEIKAF	_inputStreamSizeModulo	applied_or_already_applied
JMONJOLFHLO	UseCompressed	applied_or_already_applied
JNCPKGNDJOI	GetItemEquivalent	applied_or_already_applied
JNEAGPLHJIN	OnLampClicked	applied_or_already_applied
JNECFHMADPE	set_Z	applied_or_already_applied
JNFFFIOJAFC	set_IsInitialized	applied_or_already_applied
JNGHALPFJLN	is_dictionary	applied_or_already_applied
JNIAPMFAEKO	HasItem	applied_or_already_applied
JNKAKLDNKMB	tableViewScroll	applied_or_already_applied
JNPIOKEKMII	Achievement	applied_or_already_applied
JOBOIJAJAIA	Atlas	applied_or_already_applied
JODLJLGPDEO	LastPoll	applied_or_already_applied
JOHAKCBMCFP	hex_seq	applied_or_already_applied
JOJGOOEMDDF	kStopSwitchParsing	applied_or_already_applied
JOKLCPBCLEB	UnsetLengthLimit	applied_or_already_applied
JOLMFCJCLCH	_Step	applied_or_already_applied
JOMMFHEMEKD	UpdateAnimationParameters	applied_or_already_applied
JONFNPIDLLE	QuestActionShowAd	applied_or_already_applied
JONMJFCIKON	ScreenFightType	applied_or_already_applied
JOOALJEFLNI	IsOkLocale	applied_or_already_applied
JOOLHNMIILF	SimpleArray	applied_or_already_applied
JOPONFMDIKE	CharProgLevel	applied_or_already_applied
JPCHBCLGMLK	BulletType	applied_or_already_applied
JPEKPBABMHL	IterativeNode	applied_or_already_applied
JPFABJIDHPE	InsertStrings	applied_or_already_applied
JPFPPGPJHKN	MaxRetryCount	applied_or_already_applied
JPGNCCLPAPN	_Delays	applied_or_already_applied
JPMKLOJFCIH	_fight	applied_or_already_applied
JPMOEKPMFCE	set_NameAction	applied_or_already_applied
JPOCKMEJMFO	_avatarRules	applied_or_already_applied
JPOFGLDFIKL	_musicChanels	applied_or_already_applied
JPPEMFCHGNJ	ParseNumber	applied_or_already_applied
KAAIIKJLEOI	Wait	applied_or_already_applied
KABGLLCIMOO	ColorToHex	applied_or_already_applied
KACDMIFHFAK	checkfn	applied_or_already_applied
KAEDDGMNCBE	_TemplateTemp	applied_or_already_applied
KAEDPEBLMLL	ParseNewsForLocale	applied_or_already_applied
KAMDHEEJGPD	BuiltQueryParams	applied_or_already_applied
KAMGACHFHGB	QuestActionSwitchToRaidsMap	applied_or_already_applied
KAMMGDHOHKA	dyn_tree	applied_or_already_applied
KANLIOKPIKC	ClearImpl	applied_or_already_applied
KAPJEMCMDEC	_Frames	applied_or_already_applied
KBAEKIAMBIG	WipeUserRoutine	applied_or_already_applied
KBEIMJFMLHI	_Permissions	applied_or_already_applied
KBFMIDDEKAM	QuestActionMapMask	applied_or_already_applied
KBGLCNDOKFO	IsEvent	applied_or_already_applied
KBGNEGHELJL	SameGender	applied_or_already_applied
KBHILDAFOEC	set_ModName	applied_or_already_applied
KBHKGFLAFHH	AddText	applied_or_already_applied
KBKLDLFBEHP	set_IndexSlider	applied_or_already_applied
KBLJLNOGOGN	downloading	applied_or_already_applied
KBLPEANNDIA	Buf_size	applied_or_already_applied
KBMGBFFNNMC	TYPING_TIMER_LENGTH	applied_or_already_applied
KBOGFDBKGEH	Equals	applied_or_already_applied
KCBLJINLCOB	ActionStopEffect	applied_or_already_applied
KCBMIFMHNIC	DataFolderName	applied_or_already_applied
KCCKDDOGCBG	EncryptQuaternionValue	applied_or_already_applied
KCDDKIDBHNM	QuestActionToggleGroup	applied_or_already_applied
KCFLEDLLKMK	ParseUpgradeList	applied_or_already_applied
KCHBHDDLPAJ	GetTypeCode	applied_or_already_applied
KCJPJPPENAL	CheckTimer	applied_or_already_applied
KCKBHPDCOHD	GetObject	applied_or_already_applied
KCKGOMHOACA	QuestActionResetCrashFlag	applied_or_already_applied
KDAOBNDDOMI	GetGameObjectInstance	applied_or_already_applied
KDCEDPLICLP	IsExistPerkWithLevel	applied_or_already_applied
KDDNHLLMDDG	QuestActionStoryTutorialPunchbag	applied_or_already_applied
KDIGFPPHJDL	NextNameIDX	applied_or_already_applied
KDJHNCJIAKJ	SetLiteralProperties	applied_or_already_applied
KDJLIGFDGGF	get_isFightNone	applied_or_already_applied
KDOGKKGDOBK	conditions	applied_or_already_applied
KEBCKGDDCEL	Return	applied_or_already_applied
KEEIOBJJIAL	get_MissileAnimations	applied_or_already_applied
KEFMCMHIPGO	inst_double	applied_or_already_applied
KEHEFBGBNDH	QuestActionForceExecution	applied_or_already_applied
KEIJELBHCGJ	OnAnimationStart	applied_or_already_applied
KELFNGPHJKO	_preFight	applied_or_already_applied
KELKDFNBKOK	OnButtonClicked	applied_or_already_applied
KEMMIFBFDPK	ArgsDict	applied_or_already_applied
KEOEHFFDJGM	ModelPhysics	applied_or_already_applied
KEPFKDJECOG	AddHeader	applied_or_already_applied
KFBNLLDCEDK	StartFight	applied_or_already_applied
KFDBGLMNKBC	set_Address	applied_or_already_applied
KFDHAPFHGHE	SetDictionarySize	applied_or_already_applied
KFDKPKODPAA	UpgradeIndex	applied_or_already_applied
KFECGCCLNEB	DotProduct	applied_or_already_applied
KFFHPHLIPDO	set_Retry	applied_or_already_applied
KFHBAODPJMF	ColorUtils	applied_or_already_applied
KFIIKFNNOHG	GetDistanceToEnemy	applied_or_already_applied
KFIKOLEEFLM	GetLoadObjectsInternal	applied_or_already_applied
KFJMANKMOJC	FLT_VALUE_DELTA	applied_or_already_applied
KFKKFAAIDOG	JoinRoutine	applied_or_already_applied
KFLCPOHMPFD	charControllerPlayer	applied_or_already_applied
KFOMDDEAHAM	pointsTable	applied_or_already_applied
KFPKAILMJAA	Swap	applied_or_already_applied
KGAFJHOMNBL	processing	applied_or_already_applied
KGAIIKKEABC	GetIndexForOffset	applied_or_already_applied
KGCILFCIFMD	BeginnerCheat	applied_or_already_applied
KGCKCAKCCCD	MOVE_SPEED	applied_or_already_applied
KGCLOEKBCIH	_itemAction	applied_or_already_applied
KGEOGCFNMKI	_spritesIsRotated	applied_or_already_applied
KGFNLGNLFAH	_muted	applied_or_already_applied
KGIHANANGCC	set_UnityObject	applied_or_already_applied
KGJKCFCFEED	PermissionRequestResult	applied_or_already_applied
KGMOJNMOLHI	OnStartInterval	applied_or_already_applied
KGNLLDECFHB	_seed	applied_or_already_applied
KGPHGOPIMHL	set_ServerAddress	applied_or_already_applied
KGPNNKIGFGD	QuestActionTapjoyActionCall	applied_or_already_applied
KHCDHLKLFKH	Skip	applied_or_already_applied
KHDLIOJLMJM	set_EndTimeSeconds	applied_or_already_applied
KHDMONHKEIA	RemoveEvadeUnsafeDodgesAnimations	applied_or_already_applied
KHGNIFGLLIL	SetVector3	applied_or_already_applied
KHHCMDPBKCL	StrikePhysics	applied_or_already_applied
KHJBEDJEOEG	UpdateModel	applied_or_already_applied
KHJLJHFGGGC	InternalEncryptField	applied_or_already_applied
KHNBAKBILON	token_value	applied_or_already_applied
KHPAFKEBBJO	_ProcessingBuffer	applied_or_already_applied
KHPMKFLACJL	longest_match	applied_or_already_applied
KIAEHHPJDNF	NMAX	applied_or_already_applied
KIBHCBGJLMN	QuestActionChangeTab	applied_or_already_applied
KICCMFJMNBN	ConditionRound	applied_or_already_applied
KIDNPOLIBEL	ToCharArray	applied_or_already_applied
KIEMLMDHBKL	CheckCollision	applied_or_already_applied
KIEPEAHMJBH	PerkConditionHealth	applied_or_already_applied
KIGPJECPBBI	Multiply	applied_or_already_applied
KIHANMABFLP	SetFightIDSByString	applied_or_already_applied
KIHMFNBBDAA	ResetModelsHitData	applied_or_already_applied
KIILMKKPBHP	GetVector2FromString	applied_or_already_applied
KIMPHLFLEAE	_AnyGender	applied_or_already_applied
KIPBDIEALIK	ResetIntervals	applied_or_already_applied
KIPENODCLDF	GetValueFromInterval	applied_or_already_applied
KJDOGPGGMBH	AddSegment	applied_or_already_applied
KJGCFEFCDLI	_noAnimationRules	applied_or_already_applied
KJHANLBOCAI	_message	applied_or_already_applied
KJIHKABCBHB	TacticsTableNames	applied_or_already_applied
KJOHPPEGEHI	ScanBlockScalarBreaks	applied_or_already_applied
KJPPODNLJMD	SetByteArray	applied_or_already_applied
KKBCILNGGJL	AddModules	applied_or_already_applied
KKFHGGBGKBK	GetFloat	applied_or_already_applied
KKGACCPCHOK	RollIndent	applied_or_already_applied
KKGMFJKEECL	set_DeleteOlder	applied_or_already_applied
KKILHJEGEDB	FreeUnit	applied_or_already_applied
KKJHFNGGFCG	Type	applied_or_already_applied
KKJKKKIOKPB	FileName	applied_or_already_applied
KKOJKJNDHLN	_fpsTime	applied_or_already_applied
KKONALPKFPJ	SetQuickAttackChances	applied_or_already_applied
KKPFGKPALED	_SceneLoadTime	applied_or_already_applied
KLBDLOAMIPK	LoadMoves	applied_or_already_applied
KLBKGJBHLLI	set_Tag	applied_or_already_applied
KLDGEBKDDMA	QuestActionUnzip	applied_or_already_applied
KLEOBHGNFFJ	_Value	applied_or_already_applied
KLGOPGOMPFC	PRICE_TEXT_BACKGROUND	applied_or_already_applied
KLIMOIBGAOD	set_Active	applied_or_already_applied
KLMJFFEJEBF	WriteByte	applied_or_already_applied
KMBCKLCKCPL	PressAnyKey	applied_or_already_applied
KMDJFMEJGFD	m_Corners	applied_or_already_applied
KMFEIBHBGKM	LoadAtlas	applied_or_already_applied
KMFKLPELCMG	ParseAnimations	applied_or_already_applied
KMIGPLHNOKE	_noStrikes	applied_or_already_applied
KMKIHHLEAGA	XmlUtils	applied_or_already_applied
KMLMHGLLOHM	GroupTables	applied_or_already_applied
KMMCMMCBKND	GetNodeIDByPairName	applied_or_already_applied
KMNMLKNIKJF	Container	applied_or_already_applied
KNAPHHPEKGH	HasSentMessageId	applied_or_already_applied
KNBKAELNFDD	StyleIndex	applied_or_already_applied
KNCNAPEFPEK	set_ConfigYaml	applied_or_already_applied
KNENJHMOGPH	_Node	applied_or_already_applied
KNJNFHDDPMB	GetUpdateItemByLevel	applied_or_already_applied
KNKGHAEFKBH	read_buf	applied_or_already_applied
KNLOPGNJAAJ	Delegate	applied_or_already_applied
KNMHILFFBAA	ConvertByteArrayToFloat	applied_or_already_applied
KNPEKEDPFHN	CurrencyBaseValues	applied_or_already_applied
KOCGBHFDEOL	_buffer	applied_or_already_applied
KOEDFPANIIA	SetPain	applied_or_already_applied
KOEJOHAHDIE	dictionary	applied_or_already_applied
KOHOLEEALKC	EndDate	applied_or_already_applied
KOICBOECLPK	set_ID	applied_or_already_applied
KOIMBCFGAGN	UnregisterCommand	applied_or_already_applied
KOOGCJOEANH	ConditionItemInfo	applied_or_already_applied
KOOHOHBGHEG	PaddingSize	applied_or_already_applied
KPABCDMIKDJ	ApplyDenomination	applied_or_already_applied
KPAGHHIKOBK	TICKS_PER_SECOND	applied_or_already_applied
KPBKFENKFAK	SetInterruptFrames	applied_or_already_applied
KPDAJLHFEII	_experience	applied_or_already_applied
KPEGPGAEONP	_hitRules	applied_or_already_applied
KPFNJCOPFAG	inLottery	applied_or_already_applied
KPLBLHKFKCI	ResetHitData	applied_or_already_applied
KPLPBEKGKNN	_rules	applied_or_already_applied
KPOEDLDINDC	CheckEventsForModels	applied_or_already_applied
LAABDEOBFGG	endEvent	applied_or_already_applied
LABFAILEOCJ	PlayAnimationDelay	applied_or_already_applied
LACKPLAKPDG	ToLong	applied_or_already_applied
LAKIECHIAJA	IsBlacklisted	applied_or_already_applied
LAKOLGPNFMC	_innerStream	applied_or_already_applied
LAKPDLDAODN	GetLoadBytesInternal	applied_or_already_applied
LALBHECIPLD	StageType	applied_or_already_applied
LANAGCLJKMO	isConst	applied_or_already_applied
LAPFHLGNAAF	CurrencyStruct	applied_or_already_applied
LBFBGIFCIDA	DEFAULT_SEQUENTION_NAME	applied_or_already_applied
LBFEBEOAHJL	_LastFramesCount	applied_or_already_applied
LBFKFBALMGA	SliderType	applied_or_already_applied
LBFMNEMKOPO	Run	applied_or_already_applied
LBHKIOMMCHP	_initDone	applied_or_already_applied
LBIILMFAHNM	RemoveProfilePerksWithLevel	applied_or_already_applied
LBIIPGDHCIL	SetAttackingEdges	applied_or_already_applied
LBKHPHBNEOE	set_DecodedArgs	applied_or_already_applied
LCDGOCIAIDK	ModelNode	applied_or_already_applied
LCEGAMLBGBG	IsNew	applied_or_already_applied
LCFFLFEDMBI	ResetInterval	applied_or_already_applied
LCFOABNIFCM	LogDamage	applied_or_already_applied
LCGJEMPJOEO	GetUseChildrenDodge	applied_or_already_applied
LCMHCNBKPCH	_resistanceName	applied_or_already_applied
LCOPJJLLBKG	ResetModels	applied_or_already_applied
LDAJBNIAJIA	Encode	applied_or_already_applied
LDEOONBMKAO	_ScreenType	applied_or_already_applied
LDHEHCLPMOK	ratio	applied_or_already_applied
LDHGMLMNBGL	CheckFileHash	applied_or_already_applied
LDLLNFKOPFN	GetAssetBundleSafe	applied_or_already_applied
LDLMPAHILIJ	_ArgsSeparators	applied_or_already_applied
LDNAHNDJPCF	ReadPayload	applied_or_already_applied
LECFFFHGAED	SessionSettings	applied_or_already_applied
LECKFDGHNIG	SetNewAddItem	applied_or_already_applied
LEHHJKIBHPO	SetNoAnimationRules	applied_or_already_applied
LEIIAPEEJAH	AddString	applied_or_already_applied
LEKIBAKLABM	RenderCollision	applied_or_already_applied
LEKJDOFGMOB	RoundTime	applied_or_already_applied
LEKPDFKDKIM	EncryptVector3Value	applied_or_already_applied
LEOLKJNCEJC	CheckBytesHash	applied_or_already_applied
LFBKBNPNJPD	CalculateOffset	applied_or_already_applied
LFCHNBLFIDA	ConstructByteArray	applied_or_already_applied
LFDKIGFLLJK	PutItemRule	applied_or_already_applied
LFECBKOCCAD	Decrease	applied_or_already_applied
LFFNCJDKFKN	ControlPress	applied_or_already_applied
LFGIPLCBCID	_playerNoPerksRules	applied_or_already_applied
LFGNONHDHIL	GeAudioClip	applied_or_already_applied
LFIMDCGEGBG	MoneyStruct	applied_or_already_applied
LFPPDPJJGMC	AddQuestToStek	applied_or_already_applied
LGAADHAKAEF	PlaceholderReplacer	applied_or_already_applied
LGBFDEEBOJP	SetStage	applied_or_already_applied
LGBJGJDECJK	RemoveDuplicateTeplates	applied_or_already_applied
LGDLKHBACBP	OnClosed	applied_or_already_applied
LGEGBBJDJGK	_node	applied_or_already_applied
LGGCCGCBKJL	GetCellAtIndex	applied_or_already_applied
LGGGAKGBJBE	SerializeArray	applied_or_already_applied
LGGKOLHBGGF	UrlEncode	applied_or_already_applied
LGLCJBHAIBE	_LastStrikePhase	applied_or_already_applied
LGLDDHGOKFN	set_QueryParamsOnlyForHandshake	applied_or_already_applied
LGLLNDGDING	defaultNode	applied_or_already_applied
LGNEMKENGCO	GetIsCurrencyExist	applied_or_already_applied
LGNOEFLPDMG	properties	applied_or_already_applied
LGOBCNNCEEF	_leftTime	applied_or_already_applied
LGOIEGLPGLN	SetRulesActivity	applied_or_already_applied
LHDDDAFPGKB	_ratio	applied_or_already_applied
LHFMOPCOFIL	_UnityBundle	applied_or_already_applied
LHGBFMAMDLM	set_Spacing	applied_or_already_applied
LHGPEFBDPLC	DecryptIntValue	applied_or_already_applied
LHIACGABAMK	AddAssetsData	applied_or_already_applied
LHJFDBHNDNP	HexValue	applied_or_already_applied
LHJOLBEBCPH	_colorModel	applied_or_already_applied
LHMBHLDNIAB	set_KeepAliveTimeout	applied_or_already_applied
LHPIKPMFFDB	SetFloat	applied_or_already_applied
LIAAEELKALB	IsIntervalByName	applied_or_already_applied
LIECACLBMNM	GetPlayerNoPerks	applied_or_already_applied
LIEEBJLLJFH	HasEntity	applied_or_already_applied
LIKEHAOJFBC	QuestActionDialogCheckTickets	applied_or_already_applied
LILPPGCPPGO	extraBits	applied_or_already_applied
LINJNACMEOB	AddInteger	applied_or_already_applied
LIONODAIICJ	DumpController	applied_or_already_applied
LIPDJNDKHDN	_ErrorMessage	applied_or_already_applied
LJAAMGJPBJF	LoadAssetWithSubAssets	applied_or_already_applied
LJFAMBDIPMK	_currentFight	applied_or_already_applied
LJHBBMMFBFF	UIExtensions	applied_or_already_applied
LJILHANFPDH	ClearAll	applied_or_already_applied
LJKNHNCFJIA	_ProcessingBufferCount	applied_or_already_applied
LJLHOONDFHD	get_EvadeThrowDodges	applied_or_already_applied
LKBHPGKFIOA	randomFloat	applied_or_already_applied
LKCGBPLOFFH	set_DamagePart	applied_or_already_applied
LKEDPGPJFHJ	_animator	applied_or_already_applied
LKFHFCNOOAK	GetVector4FromString	applied_or_already_applied
LKIOOFOJKOB	MCONTROLLER_COMBO_INTERVAL	applied_or_already_applied
LKJBONPAKKI	KillTween	applied_or_already_applied
LKLJGGJBBKI	_testStartTime	applied_or_already_applied
LKLNOFNGBEK	_collisionRules	applied_or_already_applied
LKMKCFMOODE	_CachedSingleSprite	applied_or_already_applied
LLABBINNGGC	_ComboTime	applied_or_already_applied
LLFJBDMMCCK	SetMuteToChannel	applied_or_already_applied
LLHEDBIEHAA	First	applied_or_already_applied
LLLEBOOGBGI	HandleCharacter	applied_or_already_applied
LLONOIBIKJK	_PairNode	applied_or_already_applied
LLPLAPLEJHJ	RemoveCellAtIndex	applied_or_already_applied
LMACNKGOGFD	SetPosBitsProperties	applied_or_already_applied
LMAGCIOHPLM	EnsureBitsAvailable	applied_or_already_applied
LMBFONMMHIO	DecryptVector3Value	applied_or_already_applied
LMDJEJJJLCO	IsAttackIntervalEnd	applied_or_already_applied
LMFOCAEOPCP	SelectAnimationWithWeights	applied_or_already_applied
LMLIAPBPODB	_TabType	applied_or_already_applied
LMLLNJEFGDF	i	applied_or_already_applied
LMOHOBKAMAG	PathToLoaderFolder	applied_or_already_applied
LNAICINJLFH	ClearQuestsStack	applied_or_already_applied
LNBPCNKEFMG	CreateCapabilityTable	applied_or_already_applied
LNBPDLPPPPD	SwitchTarget	applied_or_already_applied
LNCINAAPMJP	CreateHotGround	applied_or_already_applied
LNCLPKGHFDO	TryParse	applied_or_already_applied
LNELMKGKPJN	SceneTypes	applied_or_already_applied
LNEPMLPJHMP	PutRandomRules	applied_or_already_applied
LNGABJADPIA	detectorsContainer	applied_or_already_applied
LNGCLBDDOPA	nextId	applied_or_already_applied
LNGDBBHMHCB	ActionModels	applied_or_already_applied
LNHAACOEKBG	Serialize	applied_or_already_applied
LNHOAPGFKML	_filePath	applied_or_already_applied
LNICDKAFFAG	InternalDecryptField	applied_or_already_applied
LNLMMOEJIJF	AdvertConfig	applied_or_already_applied
LNLNJEMJOGH	op_UnaryNegation	applied_or_already_applied
LNMNOKNFPGI	_enemyItemRules	applied_or_already_applied
LNNGEOAJEFC	SetInteger	applied_or_already_applied
LOBIDAOKGLB	ARE	applied_or_already_applied
LOEOJAPNPND	AddModule	applied_or_already_applied
LOGGOJANCOD	GetCountAndDamage	applied_or_already_applied
LOHDHNMGEFG	CallOnBeforeRedirection	applied_or_already_applied
LOHIFOGGEGO	set_ClientMessageCounter	applied_or_already_applied
LOKHNDIPKFH	get_ResultSource	applied_or_already_applied
LOLEMLLPIOK	_PackName	applied_or_already_applied
LOLMMEJMIJD	_fileName	applied_or_already_applied
LOMBMJONGPK	set_AuthUri	applied_or_already_applied
LONBLHKCFDH	ResistanceStruct	applied_or_already_applied
LOOHDJKKEJH	AttackTablesFrames	applied_or_already_applied
LPIMFGEBPDP	ConditionSubType	applied_or_already_applied
LPJMGFBHJON	LotteryLevel	applied_or_already_applied
LPJNEJMGAPK	_MeshRender	applied_or_already_applied
LPLCGJFPANP	SerializeObject	applied_or_already_applied
LPMENPGFKNN	needShowLabel	applied_or_already_applied
MAABDFKMACJ	arguments	applied_or_already_applied
MAECMDMCFEB	AchievementInfo	applied_or_already_applied
MAINIEPINBA	SetDistanceToEnemy	applied_or_already_applied
MANOHLFMOKL	_mesh	applied_or_already_applied
MBAGCAEJBNJ	RulesActive	applied_or_already_applied
MBBEAPKNFFP	RemoveObjectByIndex	applied_or_already_applied
MBDAADKEPMJ	MirrorSequence	applied_or_already_applied
MBIJKDIEFIF	item	applied_or_already_applied
MBKNCBBNBMB	_containerRotation	applied_or_already_applied
MBMFBNBGONH	GetPlayerItemRules	applied_or_already_applied
MBPLFILCOIH	OnStyleChanged	applied_or_already_applied
MCAOEDFOJCE	ComputeCrc32	applied_or_already_applied
MCAPEFBFFBB	EndFight	applied_or_already_applied
MCCAOAOONJB	RemoveUsersPerkByName	applied_or_already_applied
MCCNKGIJPJE	GetFileName	applied_or_already_applied
MCEPGACFBPF	RecalculateHash	applied_or_already_applied
MCIIOFEHANJ	IsField	applied_or_already_applied
MCNDBDDAIAB	set_Order	applied_or_already_applied
MCOIHOFKLHA	_LastAnimationIsMove	applied_or_already_applied
MCOJABAACKJ	ShiftWall	applied_or_already_applied
MDADHHOFCNG	Color	applied_or_already_applied
MDBNGLBPGCG	GameValueType	applied_or_already_applied
MDEHOIDHGCO	eos	applied_or_already_applied
MDIIJPOKAJC	_indicators	applied_or_already_applied
MDOLJMAONOK	StringCompare	applied_or_already_applied
MEBHDLMHFOP	GetStringList	applied_or_already_applied
MECFHCIEAGJ	ChangeSpeed	applied_or_already_applied
MEIMBEJCMAG	QuestActionShowRaidLeaguesTutorial	applied_or_already_applied
MENFDGBAJFM	_randomRuleSeed	applied_or_already_applied
MEOBGMKFLIN	_StartPhysics	applied_or_already_applied
MFCBLKJEEBK	IsSafetyAnimations	applied_or_already_applied
MFCFJFCACKL	AnimationName	applied_or_already_applied
MFCHJDJCGEJ	DecryptDoubleValue	applied_or_already_applied
MFCJBBLMBBF	maxConnectionPerServer	applied_or_already_applied
MFDOJMEAPDN	QuestActionHideMapButton	applied_or_already_applied
MFEKFKKNMLA	HashValue	applied_or_already_applied
MFFEAFLKJDH	SetEncrypted	applied_or_already_applied
MFFIPHLIIJD	IsGroup	applied_or_already_applied
MFIPBDGPIHA	StopAnimation	applied_or_already_applied
MFOOGKLLPNG	NodeInterval	applied_or_already_applied
MGBHIIJPHMK	ReduceOffsets	applied_or_already_applied
MGCMPAIBFNK	_resistanceRules	applied_or_already_applied
MGHICBOEJNP	_weaponName	applied_or_already_applied
MGJLAIHEDCL	FileLengthModulo	applied_or_already_applied
MGKDDODIAJL	URI	applied_or_already_applied
MGNINKDMIKK	EncryptFloatValue	applied_or_already_applied
MGPGDPOOCBK	p_url	applied_or_already_applied
MGPNCDBDDLJ	PutComplexRule	applied_or_already_applied
MHANAAGIJMI	defaultDocument	applied_or_already_applied
MHEGIMOOLLB	Dispose	applied_or_already_applied
MHIHJOHNLFC	Remove	applied_or_already_applied
MHINGGHGHFB	_Adler32	applied_or_already_applied
MHJFBAOJLFP	InitRules	applied_or_already_applied
MHJMJOIEIAF	_scale	applied_or_already_applied
MHLEJFILMKB	OnStopPreFight	applied_or_already_applied
MHOJFHKHIIL	Style	applied_or_already_applied
MHPBEJNILLD	_currencyValue	applied_or_already_applied
MHPNKOAFFED	_fileMode	applied_or_already_applied
MIEAMBHDBAI	callback	applied_or_already_applied
MIGACFFOGID	IsTouchOnWheel	applied_or_already_applied
MIGPMJGJNBO	OnStopInteval	applied_or_already_applied
MIHMDBCAIDN	_LastAnimationIsDoubleSweep	applied_or_already_applied
MIKPHMADGDM	SetFrame	applied_or_already_applied
MILHCPOEBPE	CallIdx	applied_or_already_applied
MIMAANNHBNK	AddRepostAchievements	applied_or_already_applied
MIMACBGBMKF	_Coroutines	applied_or_already_applied
MIMGGIPBGJH	GameCenter_Android	applied_or_already_applied
MIOGAECLCHD	Zero	applied_or_already_applied
MIOPOJOAECK	QuestActionShowRaidToggleBtn	applied_or_already_applied
MIPKHMBJFDC	StrikeResult	applied_or_already_applied
MJACFJFOAJE	_Duration	applied_or_already_applied
MJCDNOMGEGN	m_Tracker	applied_or_already_applied
MJDEBINJHEC	Enabled	applied_or_already_applied
MJDGAJAEBLL	set_SerializeAs	applied_or_already_applied
MJHCDEJGHNH	Multi	applied_or_already_applied
MJIODLMALGE	LastModified	applied_or_already_applied
MJIPDAPJKMM	IsStrikeResult	applied_or_already_applied
MJKEGAALBCA	ModelName	applied_or_already_applied
MJKPBJKDMPH	SetInput	applied_or_already_applied
MJMKJILIJDO	QuestActionFacebookAPICall	applied_or_already_applied
MJNDNICJGCF	_TrianglesList	applied_or_already_applied
MJOCMMIBOGJ	body	applied_or_already_applied
MJODNGHIGFH	ClearAllTacticSettings	applied_or_already_applied
MKAMHKKGEML	get_Item	applied_or_already_applied
MKBKPMLMABD	m_StreamWasExhausted	applied_or_already_applied
MKGOFFJKDHE	SelectAnimation	applied_or_already_applied
MKHOHGCBBIC	ParseInt	applied_or_already_applied
MKJFMGGBLEI	GetAspectValueByLevel	applied_or_already_applied
MKJMOPPHGKH	GetVector3FromString	applied_or_already_applied
MKKKEOBDNJD	_currentScene	applied_or_already_applied
MKMOBJBEOPK	scrollPos	applied_or_already_applied
MLBPNLLFEIN	UpdateBuffer	applied_or_already_applied
MLCAJPDAHPG	ParseAspects	applied_or_already_applied
MLCHAADHBBO	_Gender	applied_or_already_applied
MLFGHOPIMMI	isFirstBlock	applied_or_already_applied
MLFKAHLDEFA	PerksController	applied_or_already_applied
MLFPOCMGFMB	buffer	applied_or_already_applied
MLICBCDEBAN	GetAngle2DRadianSigned	applied_or_already_applied
MLILKDALGFC	ComparePrioritets	applied_or_already_applied
MLLFHPMMCGN	get_MoveLengthIntervalsStrict	applied_or_already_applied
MMAADNBHHIO	timersID	applied_or_already_applied
MMECNPCGCHJ	GetBaseValue	applied_or_already_applied
MMEFFDGKFPM	get_RoundTimePassedFrames	applied_or_already_applied
MMEGJJHFCBB	FinishStance	applied_or_already_applied
MMEGNEFAKPF	set_Form	applied_or_already_applied
MMGLPPDEPBG	GetDamageBlockCritical	applied_or_already_applied
MMHNFIIHONJ	FRAME_RATE_F	applied_or_already_applied
MMMKNLDJMGN	_inStream	applied_or_already_applied
MNBNFOLMOHN	_noButtonRules	applied_or_already_applied
MNFHIFDEJBK	ParseFactorAndDefenseItems	applied_or_already_applied
MNGNBBMBGEH	set_ReconnectionTime	applied_or_already_applied
MNJAEBCEPAJ	randomizationFactor	applied_or_already_applied
MNJAKIFGGBI	isActive	applied_or_already_applied
MNKKMPJMMAJ	AddAnimationFromDistance	applied_or_already_applied
MNNOIDOMKGB	prizeBase	applied_or_already_applied
MOCDDEFDMFH	CheckFightRules	applied_or_already_applied
MOCHACEIBEP	GetTextureFromExternal	applied_or_already_applied
MOCMENBOJJF	_versionSource	applied_or_already_applied
MOEBIJMIKIB	IsPhase	applied_or_already_applied
MOEOGPIPNNP	IsWinner	applied_or_already_applied
MOIGMEFLLCL	RemoveEventName	applied_or_already_applied
MOKGEHOHDJK	RuleAppliance	applied_or_already_applied
MOKMNNCMAJG	_Name	applied_or_already_applied
MONBCDKGIIH	GetPercentFromValue	applied_or_already_applied
MONIEPGJIGE	CleanDtdToString	applied_or_already_applied
MOPCGJIFLKE	GetPressType	applied_or_already_applied
MPABAHIFLHE	GetMoveLength	applied_or_already_applied
MPDHJFILHEF	_lengthLimit	applied_or_already_applied
MPFDNPDBICL	IsBackgroundMusicIntro	applied_or_already_applied
MPHLFMHABBC	OnModelPreCrit	applied_or_already_applied
MPHPPFOONFG	ConditionPhysics	applied_or_already_applied
MPICOCEBBBK	IsVariable	applied_or_already_applied
MPLGJNLJPFN	AddBoolean	applied_or_already_applied
MPLPEFPABKC	_propertyInfo	applied_or_already_applied
MPNABGDGAKL	NeedStart	applied_or_already_applied
MPOCLKMNDFO	StartPosition	applied_or_already_applied
